### instance: myTrafic_1_O40_R40.txt
 12  : 0 , 0 , 2 , 13, 0 , 0 , 19, 0 , 0 , 0 , 4 , 3 , 0 , 0 , 21, 10, 3 , 7 , 0 , 0 , 0 , 0 , 10, 21, 0 , 2 , 13, 3 , 0 , 2 , 17, 3 , 2 , 2 , 0 , 11, 0 , 30, 3 , 1 
 13  : 0 , 3 , 1 , 23, 2 , 6 , 17, 4 , 5 , 3 , 0 , 16, 8 , 5 , 0 , 0 , 1 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 5 , 0 , 0 , 15, 14, 8 , 18, 1 , 25, 9 , 0 , 10, 0 , 7 , 9 
 14  : 0 , 0 , 9 , 2 , 7 , 0 , 0 , 1 , 19, 0 , 0 , 0 , 11, 3 , 0 , 0 , 5 , 0 , 0 , 0 , 7 , 3 , 0 , 0 , 0 , 1 , 0 , 4 , 7 , 3 , 0 , 0 , 6 , 0 , 8 , 0 , 0 , 0 , 0 , 0 
 15  : 0 , 0 , 0 , 0 , 4 , 0 , 2 , 9 , 16, 4 , 0 , 0 , 0 , 1 , 0 , 0 , 10, 0 , 14, 26, 0 , 0 , 0 , 11, 0 , 0 , 2 , 4 , 0 , 0 , 0 , 29, 0 , 1 , 0 , 5 , 0 , 0 , 8 , 4 
 16  : 6 , 3 , 0 , 0 , 0 , 16, 2 , 0 , 0 , 5 , 8 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 2 , 2 , 0 , 10, 0 , 19, 0 , 7 , 4 , 0 , 0 , 0 , 7 , 1 , 14, 6 , 0 , 26, 0 
 17  : 0 , 11, 13, 0 , 6 , 4 , 1 , 0 , 0 , 24, 1 , 0 , 0 , 2 , 12, 0 , 0 , 3 , 0 , 0 , 0 , 16, 0 , 18, 6 , 2 , 0 , 4 , 18, 0 , 1 , 0 , 0 , 0 , 3 , 0 , 1 , 1 , 12, 2 
 18  : 0 , 9 , 16, 0 , 0 , 0 , 0 , 11, 28, 19, 19, 0 , 0 , 0 , 0 , 0 , 0 , 1 , 11, 11, 0 , 22, 0 , 7 , 6 , 17, 8 , 2 , 0 , 0 , 5 , 0 , 0 , 0 , 6 , 0 , 9 , 0 , 2 , 2 
 19  : 13, 0 , 0 , 0 , 7 , 1 , 16, 0 , 10, 4 , 0 , 0 , 0 , 11, 22, 15, 2 , 0 , 0 , 9 , 0 , 0 , 20, 0 , 6 , 0 , 0 , 2 , 4 , 0 , 4 , 0 , 10, 0 , 0 , 0 , 0 , 9 , 0 , 0 
 20  : 0 , 0 , 0 , 0 , 1 , 3 , 0 , 0 , 0 , 3 , 0 , 1 , 0 , 4 , 0 , 0 , 0 , 3 , 17, 0 , 0 , 0 , 15, 1 , 0 , 13, 2 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 4 , 0 , 0 , 0 , 5 , 3 
 21  : 0 , 0 , 5 , 17, 0 , 0 , 0 , 15, 5 , 9 , 0 , 0 , 36, 0 , 9 , 0 , 0 , 4 , 0 , 15, 7 , 1 , 1 , 0 , 17, 1 , 2 , 0 , 13, 0 , 7 , 0 , 8 , 0 , 10, 5 , 5 , 12, 0 , 0 
 22  : 1 , 3 , 9 , 0 , 0 , 2 , 0 , 17, 3 , 2 , 20, 5 , 25, 0 , 0 , 16, 0 , 1 , 20, 0 , 2 , 10, 0 , 5 , 19, 0 , 3 , 0 , 10, 17, 25, 0 , 0 , 5 , 0 , 12, 0 , 1 , 3 , 0 
 23  : 3 , 3 , 0 , 0 , 0 , 2 , 2 , 0 , 3 , 0 , 6 , 0 , 0 , 0 , 17, 0 , 14, 4 , 0 , 4 , 1 , 10, 0 , 1 , 0 , 0 , 0 , 4 , 1 , 7 , 0 , 1 , 23, 6 , 24, 0 , 0 , 0 , 0 , 29
 24  : 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 25, 0 , 19, 15, 0 , 0 , 5 , 0 , 11, 0 , 5 , 0 , 15, 0 , 0 , 3 , 2 , 1 , 5 , 0 , 0 , 2 , 0 , 3 , 0 , 0 , 0 
 25  : 7 , 3 , 24, 0 , 1 , 9 , 0 , 3 , 6 , 0 , 3 , 2 , 12, 19, 4 , 0 , 0 , 0 , 0 , 0 , 15, 28, 0 , 7 , 1 , 3 , 8 , 1 , 10, 3 , 12, 0 , 4 , 3 , 2 , 19, 0 , 0 , 0 , 2 
 26  : 6 , 1 , 3 , 0 , 0 , 8 , 35, 2 , 0 , 5 , 0 , 0 , 1 , 1 , 0 , 3 , 0 , 14, 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 2 , 0 , 4 , 0 , 33, 0 , 17, 4 
 27  : 3 , 0 , 1 , 10, 0 , 8 , 2 , 0 , 0 , 11, 0 , 0 , 0 , 2 , 0 , 2 , 0 , 19, 2 , 16, 29, 0 , 0 , 1 , 3 , 5 , 0 , 2 , 0 , 5 , 7 , 5 , 11, 16, 2 , 0 , 4 , 16, 0 , 1 
 28  : 7 , 2 , 9 , 20, 0 , 0 , 4 , 4 , 0 , 0 , 0 , 0 , 1 , 8 , 5 , 24, 0 , 0 , 5 , 3 , 7 , 1 , 0 , 1 , 0 , 20, 7 , 23, 1 , 25, 6 , 28, 0 , 0 , 2 , 5 , 13, 16, 1 , 15
 29  : 9 , 0 , 0 , 3 , 0 , 13, 8 , 0 , 0 , 12, 6 , 22, 0 , 0 , 8 , 0 , 0 , 19, 0 , 2 , 5 , 0 , 0 , 6 , 23, 0 , 0 , 1 , 0 , 5 , 2 , 0 , 0 , 14, 0 , 16, 4 , 8 , 0 , 0 
 30  : 1 , 21, 0 , 7 , 34, 0 , 0 , 0 , 0 , 4 , 0 , 0 , 12, 0 , 0 , 4 , 0 , 4 , 3 , 0 , 17, 0 , 16, 0 , 2 , 0 , 0 , 1 , 0 , 8 , 0 , 9 , 5 , 23, 0 , 0 , 19, 34, 7 , 7 
 31  : 0 , 0 , 0 , 4 , 0 , 0 , 12, 0 , 5 , 0 , 28, 0 , 0 , 0 , 1 , 0 , 10, 24, 11, 12, 7 , 9 , 16, 0 , 0 , 14, 10, 0 , 7 , 3 , 0 , 13, 11, 7 , 3 , 8 , 7 , 0 , 0 , 4 
 32  : 0 , 0 , 0 , 3 , 7 , 7 , 0 , 8 , 6 , 0 , 17, 0 , 0 , 4 , 1 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 8 , 0 , 11, 0 , 0 , 6 , 16, 0 , 2 , 0 , 7 , 0 , 1 , 0 , 1 , 0 , 5 , 4 
 33  : 0 , 1 , 2 , 0 , 7 , 0 , 3 , 0 , 32, 4 , 0 , 0 , 5 , 3 , 1 , 14, 0 , 1 , 0 , 0 , 0 , 0 , 0 , 12, 1 , 16, 0 , 8 , 0 , 10, 7 , 0 , 0 , 10, 0 , 6 , 0 , 0 , 0 , 21
 34  : 0 , 0 , 2 , 0 , 4 , 7 , 0 , 0 , 1 , 1 , 0 , 6 , 0 , 7 , 1 , 0 , 12, 0 , 17, 0 , 0 , 4 , 5 , 0 , 2 , 1 , 11, 0 , 8 , 10, 19, 19, 4 , 2 , 7 , 0 , 0 , 0 , 0 , 5 
 35  : 9 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 10, 0 , 0 , 21, 16, 0 , 8 , 4 , 0 , 0 , 0 , 1 , 0 , 2 , 0 , 12, 0 , 8 , 0 , 1 , 0 , 2 , 3 , 1 , 0 , 0 , 36, 2 , 0 , 0 
 36  : 27, 0 , 0 , 2 , 0 , 23, 13, 11, 0 , 0 , 0 , 36, 0 , 0 , 0 , 20, 6 , 0 , 8 , 1 , 0 , 0 , 3 , 0 , 10, 0 , 2 , 5 , 0 , 9 , 0 , 20, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 37  : 21, 0 , 0 , 11, 0 , 6 , 12, 0 , 0 , 0 , 13, 0 , 1 , 11, 0 , 0 , 22, 0 , 0 , 0 , 4 , 0 , 2 , 8 , 6 , 0 , 5 , 6 , 6 , 3 , 0 , 0 , 2 , 3 , 4 , 1 , 6 , 0 , 0 , 27
 38  : 4 , 23, 5 , 8 , 1 , 0 , 2 , 5 , 4 , 9 , 0 , 0 , 0 , 3 , 0 , 8 , 0 , 5 , 7 , 0 , 0 , 1 , 0 , 2 , 6 , 13, 0 , 0 , 0 , 1 , 0 , 0 , 11, 6 , 10, 0 , 0 , 0 , 0 , 21
 39  : 13, 20, 11, 2 , 4 , 21, 3 , 11, 14, 6 , 0 , 33, 16, 0 , 0 , 0 , 1 , 1 , 0 , 0 , 8 , 0 , 0 , 10, 0 , 14, 10, 18, 0 , 0 , 0 , 0 , 7 , 1 , 0 , 0 , 2 , 0 , 0 , 0 
 40  : 0 , 0 , 12, 5 , 4 , 0 , 1 , 7 , 3 , 0 , 0 , 0 , 20, 15, 17, 0 , 6 , 0 , 0 , 0 , 3 , 2 , 4 , 15, 3 , 0 , 10, 7 , 0 , 20, 0 , 0 , 0 , 5 , 2 , 28, 13, 6 , 0 , 0 


### instance: myTrafic_3_O40_R40.txt
 - load: [173, 173, 171, 173, 173, 173, 172, 172, 171, 172, 170, 172, 172, 173, 171, 171, 171, 172, 171, 171, 171, 174, 171, 173, 173, 172, 172, 171, 174, 172, 173, 174, 171, 173, 174, 172, 172, 173, 173, 174]
 - std: 1.0738738884082841
 - matrix:
 1   : 22, 4 , 1 , 0 , 0 , 5 , 0 , 0 , 6 , 7 , 7 , 0 , 0 , 0 , 4 , 11, 1 , 1 , 11, 4 , 0 , 18, 0 , 0 , 16, 2 , 1 , 17, 0 , 0 , 0 , 5 , 0 , 1 , 11, 2 , 1 , 9 , 0 , 0 
 2   : 0 , 0 , 8 , 0 , 19, 0 , 0 , 1 , 3 , 0 , 6 , 0 , 1 , 7 , 5 , 2 , 4 , 0 , 0 , 0 , 0 , 1 , 2 , 0 , 2 , 0 , 0 , 0 , 5 , 0 , 0 , 7 , 0 , 4 , 13, 0 , 20, 0 , 21, 0 
 3   : 0 , 0 , 0 , 0 , 0 , 1 , 2 , 0 , 6 , 1 , 6 , 0 , 0 , 0 , 7 , 6 , 5 , 6 , 0 , 0 , 25, 0 , 0 , 0 , 3 , 0 , 0 , 4 , 3 , 0 , 0 , 0 , 0 , 1 , 0 , 5 , 0 , 0 , 3 , 0 
 4   : 3 , 0 , 1 , 10, 2 , 4 , 1 , 38, 5 , 0 , 2 , 1 , 0 , 0 , 0 , 16, 3 , 0 , 0 , 1 , 3 , 0 , 4 , 2 , 0 , 16, 0 , 3 , 0 , 0 , 8 , 0 , 0 , 2 , 3 , 2 , 0 , 3 , 6 , 3 
 5   : 15, 0 , 2 , 2 , 0 , 0 , 2 , 9 , 3 , 0 , 0 , 0 , 24, 0 , 0 , 3 , 0 , 0 , 1 , 0 , 1 , 17, 0 , 1 , 0 , 9 , 1 , 1 , 3 , 6 , 10, 3 , 0 , 0 , 1 , 8 , 19, 0 , 0 , 1 
