### instance: myTrafic_1_O20_R20.txt
 4   : 8 , 25, 1 , 0 , 0 , 3 , 0 , 6 , 3 , 0 , 0 , 12, 0 , 0 , 9 , 2 , 3 , 0 , 0 , 0 
 5   : 3 , 0 , 10, 5 , 2 , 10, 7 , 0 , 0 , 0 , 14, 0 , 1 , 19, 0 , 2 , 0 , 15, 0 , 0 
 6   : 3 , 0 , 22, 0 , 0 , 21, 0 , 0 , 17, 0 , 4 , 3 , 11, 0 , 0 , 12, 0 , 0 , 15, 1 
 7   : 5 , 0 , 8 , 0 , 3 , 2 , 4 , 0 , 28, 0 , 2 , 0 , 0 , 4 , 0 , 3 , 6 , 5 , 0 , 13
 8   : 4 , 16, 3 , 0 , 1 , 11, 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 19, 2 , 4 , 10, 31
 9   : 14, 0 , 0 , 4 , 23, 1 , 0 , 7 , 0 , 26, 11, 0 , 0 , 0 , 13, 0 , 0 , 1 , 0 , 0 
 10  : 0 , 0 , 0 , 15, 0 , 0 , 4 , 0 , 0 , 1 , 23, 13, 0 , 9 , 1 , 5 , 0 , 5 , 0 , 0 
 11  : 6 , 12, 1 , 0 , 10, 3 , 0 , 13, 6 , 0 , 0 , 14, 4 , 7 , 16, 0 , 1 , 2 , 27, 0 
 12  : 21, 0 , 0 , 13, 2 , 7 , 0 , 5 , 5 , 0 , 0 , 22, 0 , 0 , 0 , 12, 0 , 0 , 0 , 15
 13  : 13, 0 , 6 , 15, 0 , 11, 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 18, 0 , 0 , 0 
 14  : 0 , 0 , 3 , 0 , 7 , 1 , 3 , 0 , 21, 0 , 12, 4 , 1 , 0 , 0 , 2 , 0 , 0 , 6 , 0 
 15  : 0 , 0 , 0 , 1 , 0 , 0 , 0 , 16, 1 , 19, 0 , 0 , 8 , 11, 0 , 0 , 0 , 0 , 18, 0 
 16  : 0 , 0 , 7 , 0 , 0 , 0 , 0 , 1 , 0 , 15, 3 , 0 , 5 , 1 , 0 , 10, 8 , 18, 0 , 0 
 17  : 0 , 0 , 0 , 24, 11, 0 , 10, 28, 1 , 0 , 0 , 0 , 12, 5 , 0 , 0 , 0 , 0 , 5 , 3 
 18  : 0 , 0 , 4 , 0 , 1 , 0 , 10, 6 , 0 , 4 , 3 , 0 , 10, 0 , 13, 0 , 0 , 3 , 0 , 0 
 19  : 0 , 10, 0 , 0 , 19, 0 , 5 , 0 , 1 , 4 , 13, 13, 0 , 9 , 33, 0 , 29, 3 , 0 , 2 
 20  : 0 , 0 , 1 , 0 , 3 , 2 , 21, 0 , 0 , 0 , 0 , 2 , 27, 2 , 2 , 8 , 9 , 6 , 0 , 23


### instance: myTrafic_7_O20_R20.txt
 - load: [93, 93, 93, 93, 92, 91, 93, 93, 92, 94, 92, 93, 93, 91, 94, 91, 93, 92, 94, 92]
 - std: 0.9403246919632545
 - matrix:
 1   : 0 , 3 , 11, 0 , 2 , 4 , 0 , 9 , 8 , 3 , 0 , 0 , 8 , 11, 0 , 4 , 0 , 0 , 33, 24
 2   : 0 , 6 , 0 , 2 , 3 , 4 , 6 , 2 , 37, 0 , 0 , 4 , 8 , 0 , 11, 0 , 0 , 2 , 1 , 29
 3   : 4 , 7 , 21, 0 , 0 , 0 , 17, 18, 13, 0 , 5 , 0 , 0 , 16, 0 , 0 , 0 , 12, 0 , 0 
 4   : 6 , 0 , 30, 3 , 6 , 0 , 8 , 0 , 0 , 13, 2 , 0 , 0 , 5 , 5 , 0 , 15, 0 , 3 , 0 
 5   : 2 , 31, 0 , 0 , 4 , 1 , 0 , 0 , 0 , 5 , 0 , 11, 5 , 0 , 1 , 0 , 0 , 29, 0 , 23
 6   : 0 , 0 , 7 , 10, 5 , 15, 0 , 0 , 12, 0 , 21, 0 , 0 , 2 , 0 , 27, 0 , 0 , 0 , 0 
 7   : 14, 0 , 10, 5 , 12, 0 , 15, 17, 0 , 0 , 5 , 0 , 0 , 0 , 2 , 22, 13, 0 , 27, 0 
 8   : 27, 0 , 0 , 2 , 1 , 12, 14, 0 , 0 , 0 , 7 , 6 , 0 , 0 , 22, 4 , 34, 0 , 19, 0 
 9   : 23, 0 , 0 , 0 , 2 , 6 , 9 , 0 , 4 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 2 , 0 , 1 , 0 
 10  : 0 , 0 , 1 , 10, 15, 0 , 15, 19, 0 , 9 , 1 , 0 , 10, 0 , 2 , 0 , 0 , 16, 1 , 0 
 11  : 0 , 0 , 1 , 21, 1 , 6 , 4 , 0 , 0 , 1 , 0 , 5 , 0 , 6 , 14, 0 , 0 , 0 , 0 , 0 
 12  : 0 , 12, 4 , 0 , 0 , 5 , 0 , 2 , 7 , 0 , 0 , 28, 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 
 13  : 12, 10, 7 , 0 , 2 , 4 , 0 , 9 , 1 , 18, 3 , 0 , 26, 0 , 4 , 1 , 0 , 0 , 0 , 0 
 14  : 2 , 5 , 1 , 3 , 1 , 0 , 5 , 13, 0 , 5 , 14, 0 , 0 , 0 , 2 , 19, 0 , 0 , 2 , 4 
 15  : 3 , 0 , 0 , 1 , 0 , 0 , 0 , 4 , 8 , 16, 25, 0 , 12, 6 , 18, 0 , 0 , 0 , 2 , 4 
 16  : 0 , 2 , 0 , 5 , 6 , 0 , 0 , 0 , 0 , 7 , 4 , 8 , 9 , 0 , 0 , 3 , 22, 11, 3 , 0 
 17  : 0 , 9 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 8 , 5 , 1 , 12, 3 , 3 , 0 , 2 , 7 , 0 , 0 
 18  : 0 , 0 , 0 , 0 , 8 , 22, 0 , 0 , 1 , 0 , 0 , 30, 0 , 38, 8 , 9 , 0 , 0 , 2 , 0 
 19  : 0 , 3 , 0 , 0 , 15, 10, 0 , 0 , 0 , 9 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 1 
 20  : 0 , 5 , 0 , 31, 8 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 5 , 15, 0 , 7 


### instance: myTrafic_8_O20_R20.txt
 - load: [78, 77, 79, 81, 78, 79, 79, 80, 78, 80, 79, 81, 80, 77, 80, 81, 79, 81, 78, 78]
 - std: 1.3088765773505315
 - matrix:
 1   : 3 , 4 , 23, 8 , 0 , 0 , 0 , 0 , 3 , 3 , 0 , 20, 0 , 0 , 4 , 0 , 1 , 9 , 21, 0 
 2   : 0 , 21, 1 , 6 , 4 , 0 , 0 , 14, 0 , 9 , 3 , 0 , 0 , 3 , 4 , 0 , 1 , 0 , 0 , 9 
 3   : 6 , 16, 0 , 5 , 1 , 0 , 12, 3 , 0 , 0 , 19, 0 , 0 , 11, 11, 0 , 15, 0 , 0 , 0 
 4   : 0 , 0 , 4 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 20, 0 , 0 , 0 , 14, 0 
 5   : 4 , 0 , 1 , 0 , 0 , 0 , 19, 0 , 0 , 30, 0 , 1 , 0 , 0 , 0 , 0 , 24, 0 , 0 , 0 
 6   : 1 , 9 , 7 , 18, 4 , 0 , 11, 1 , 0 , 0 , 0 , 5 , 32, 0 , 12, 0 , 0 , 11, 11, 0 
 7   : 0 , 2 , 12, 5 , 14, 0 , 0 , 12, 0 , 28, 8 , 6 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 1 
 8   : 25, 2 , 0 , 0 , 6 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 1 , 9 , 0 , 0 , 8 , 11, 12
 9   : 2 , 0 , 0 , 0 , 2 , 9 , 12, 0 , 0 , 0 , 0 , 13, 5 , 0 , 0 , 0 , 13, 7 , 11, 1 
 10  : 0 , 0 , 4 , 4 , 13, 0 , 0 , 0 , 0 , 0 , 24, 4 , 7 , 17, 0 , 0 , 0 , 0 , 0 , 5 
 11  : 0 , 0 , 5 , 11, 6 , 23, 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 6 
 12  : 6 , 0 , 10, 0 , 2 , 7 , 13, 0 , 34, 0 , 0 , 6 , 0 , 7 , 5 , 15, 1 , 0 , 1 , 12
 13  : 1 , 0 , 0 , 0 , 12, 0 , 0 , 11, 0 , 0 , 10, 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 
 14  : 9 , 3 , 8 , 4 , 2 , 12, 0 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 1 , 30, 4 , 17, 2 , 21
 15  : 3 , 4 , 0 , 0 , 5 , 1 , 0 , 1 , 0 , 0 , 7 , 6 , 0 , 9 , 0 , 33, 0 , 2 , 0 , 1 
 16  : 0 , 16, 0 , 12, 0 , 0 , 11, 4 , 0 , 10, 3 , 11, 0 , 5 , 1 , 3 , 11, 25, 2 , 4 
 17  : 12, 0 , 0 , 0 , 1 , 19, 0 , 2 , 0 , 0 , 0 , 0 , 10, 0 , 1 , 0 , 3 , 2 , 1 , 6 
 18  : 0 , 0 , 3 , 0 , 0 , 0 , 1 , 21, 12, 0 , 0 , 0 , 8 , 7 , 1 , 0 , 0 , 0 , 3 , 0 
 19  : 5 , 0 , 1 , 1 , 1 , 4 , 0 , 6 , 16, 0 , 0 , 0 , 10, 10, 4 , 0 , 5 , 0 , 0 , 0 
 20  : 1 , 0 , 0 , 5 , 3 , 4 , 0 , 0 , 13, 0 , 0 , 0 , 1 , 6 , 3 , 0 , 0 , 0 , 1 , 0 


### instance: myTrafic_9_O20_R20.txt
 - load: [83, 83, 82, 82, 82, 83, 83, 83, 83, 82, 82, 83, 84, 84, 84, 83, 82, 83, 83, 83]
 - std: 0.6708203932499369
 - matrix:
 1   : 0 , 5 , 0 , 0 , 0 , 4 , 3 , 2 , 0 , 0 , 27, 0 , 10, 0 , 4 , 4 , 26, 0 , 2 , 0 
