### instance: myTrafic_1_O80_R80.txt
 13  : 16, 0 , 17, 0 , 0 , 0 , 3 , 7 , 10, 13, 0 , 12, 0 , 0 , 1 , 0 , 3 , 7 , 0 , 32, 0 , 12, 2 , 3 , 0 , 13, 0 , 14, 0 , 17, 27, 0 , 3 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 6 , 0 , 7 , 0 , 2 , 7 , 0 , 0 , 0 , 4 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 6 , 1 , 0 , 5 , 0 , 0 , 33, 0 , 16, 0 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 0 , 20
 14  : 0 , 1 , 0 , 0 , 8 , 1 , 1 , 5 , 0 , 2 , 0 , 13, 0 , 0 , 1 , 4 , 0 , 34, 22, 0 , 17, 0 , 0 , 0 , 0 , 3 , 0 , 16, 0 , 1 , 0 , 6 , 22, 16, 5 , 1 , 0 , 8 , 0 , 12, 8 , 0 , 5 , 0 , 0 , 0 , 1 , 1 , 0 , 23, 4 , 10, 0 , 0 , 26, 4 , 0 , 0 , 9 , 2 , 11, 0 , 0 , 0 , 29, 29, 2 , 0 , 0 , 4 , 7 , 0 , 0 , 0 , 5 , 22, 4 , 27, 0 , 8 
 15  : 0 , 1 , 1 , 12, 0 , 0 , 0 , 2 , 7 , 2 , 0 , 0 , 16, 7 , 0 , 36, 1 , 1 , 2 , 0 , 0 , 8 , 1 , 0 , 0 , 12, 0 , 2 , 2 , 0 , 2 , 5 , 0 , 2 , 1 , 2 , 0 , 0 , 2 , 0 , 0 , 14, 0 , 19, 1 , 3 , 9 , 7 , 9 , 4 , 1 , 0 , 13, 9 , 5 , 21, 16, 0 , 5 , 17, 2 , 12, 1 , 14, 4 , 33, 1 , 4 , 5 , 1 , 0 , 4 , 0 , 0 , 36, 14, 1 , 0 , 3 , 9 
 16  : 16, 0 , 3 , 1 , 0 , 30, 3 , 2 , 0 , 0 , 3 , 5 , 0 , 1 , 0 , 1 , 7 , 0 , 10, 0 , 0 , 0 , 0 , 0 , 10, 0 , 0 , 0 , 2 , 2 , 0 , 0 , 1 , 4 , 9 , 0 , 0 , 0 , 2 , 0 , 13, 10, 12, 0 , 8 , 0 , 16, 0 , 1 , 0 , 0 , 16, 1 , 0 , 0 , 0 , 0 , 3 , 6 , 0 , 0 , 6 , 8 , 0 , 0 , 0 , 0 , 7 , 0 , 2 , 12, 0 , 0 , 17, 25, 2 , 0 , 9 , 11, 3 
 17  : 2 , 0 , 0 , 0 , 2 , 0 , 0 , 3 , 12, 4 , 1 , 0 , 0 , 12, 0 , 0 , 0 , 0 , 18, 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 1 , 0 , 0 , 0 , 4 , 0 , 18, 1 , 2 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 11, 36, 0 , 2 , 0 , 12, 0 , 0 , 0 , 0 , 0 , 0 , 0 
 18  : 2 , 0 , 0 , 16, 0 , 0 , 0 , 1 , 0 , 6 , 16, 0 , 15, 0 , 2 , 3 , 2 , 0 , 6 , 0 , 5 , 20, 5 , 0 , 0 , 16, 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 3 , 23, 4 , 0 , 4 , 0 , 12, 0 , 0 , 0 , 0 , 11, 10, 0 , 0 , 0 , 2 , 0 , 1 , 13, 0 , 0 , 7 , 0 , 0 , 5 , 0 , 1 , 0 , 0 , 1 , 0 , 25, 0 , 1 , 6 , 3 , 4 , 19, 0 , 3 , 0 , 0 , 20
 19  : 0 , 16, 3 , 7 , 4 , 11, 3 , 2 , 0 , 4 , 7 , 19, 0 , 4 , 18, 6 , 0 , 0 , 0 , 7 , 0 , 0 , 12, 0 , 0 , 1 , 0 , 11, 1 , 6 , 0 , 0 , 4 , 10, 2 , 1 , 0 , 0 , 4 , 2 , 0 , 0 , 7 , 6 , 0 , 5 , 9 , 2 , 9 , 6 , 0 , 0 , 22, 0 , 6 , 0 , 13, 28, 0 , 9 , 0 , 1 , 12, 18, 5 , 4 , 2 , 0 , 10, 1 , 30, 5 , 9 , 0 , 10, 4 , 0 , 1 , 0 , 18
 20  : 10, 7 , 0 , 0 , 7 , 0 , 20, 2 , 0 , 3 , 3 , 0 , 5 , 0 , 0 , 3 , 0 , 1 , 0 , 1 , 0 , 21, 0 , 0 , 0 , 0 , 20, 0 , 10, 3 , 0 , 9 , 9 , 0 , 0 , 21, 0 , 15, 26, 0 , 4 , 0 , 2 , 2 , 0 , 15, 0 , 2 , 0 , 2 , 21, 0 , 0 , 13, 1 , 3 , 27, 4 , 0 , 6 , 3 , 28, 0 , 0 , 31, 0 , 1 , 7 , 17, 8 , 1 , 3 , 0 , 20, 0 , 5 , 8 , 9 , 0 , 26
 21  : 1 , 3 , 17, 0 , 9 , 0 , 5 , 6 , 0 , 0 , 3 , 1 , 1 , 4 , 1 , 0 , 7 , 0 , 2 , 0 , 0 , 0 , 3 , 10, 17, 23, 0 , 15, 1 , 0 , 0 , 0 , 3 , 11, 5 , 2 , 3 , 8 , 0 , 0 , 0 , 0 , 3 , 12, 0 , 0 , 1 , 0 , 5 , 1 , 0 , 2 , 0 , 1 , 0 , 20, 0 , 0 , 7 , 5 , 1 , 0 , 0 , 11, 0 , 6 , 0 , 0 , 0 , 8 , 3 , 5 , 2 , 0 , 0 , 21, 7 , 0 , 0 , 3 
 22  : 0 , 6 , 0 , 0 , 10, 0 , 8 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 2 , 0 , 1 , 4 , 0 , 3 , 0 , 15, 0 , 5 , 0 , 17, 0 , 0 , 6 , 0 , 10, 0 , 13, 2 , 0 , 13, 0 , 0 , 4 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 7 , 23, 0 , 27, 4 , 21, 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13, 0 , 0 , 4 , 3 , 0 , 0 , 0 , 0 
 23  : 0 , 9 , 1 , 2 , 0 , 18, 0 , 0 , 3 , 0 , 17, 0 , 18, 22, 0 , 9 , 7 , 0 , 0 , 0 , 18, 0 , 2 , 0 , 0 , 0 , 0 , 3 , 2 , 7 , 2 , 0 , 6 , 4 , 1 , 0 , 30, 3 , 9 , 4 , 2 , 8 , 0 , 18, 21, 0 , 5 , 0 , 8 , 0 , 0 , 3 , 7 , 0 , 0 , 5 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 3 , 0 , 3 , 0 , 0 , 10, 2 , 22, 0 , 4 , 14, 0 , 0 , 0 
 24  : 11, 9 , 12, 28, 10, 6 , 1 , 0 , 4 , 26, 1 , 0 , 1 , 7 , 19, 0 , 0 , 9 , 0 , 3 , 18, 13, 0 , 0 , 10, 0 , 17, 14, 1 , 11, 0 , 8 , 0 , 0 , 0 , 0 , 4 , 22, 0 , 0 , 8 , 0 , 5 , 0 , 2 , 0 , 0 , 3 , 1 , 6 , 2 , 0 , 5 , 0 , 4 , 4 , 0 , 12, 1 , 2 , 14, 8 , 0 , 0 , 26, 12, 6 , 15, 14, 0 , 0 , 1 , 0 , 0 , 0 , 0 , 13, 2 , 1 , 0 
 25  : 3 , 0 , 19, 0 , 24, 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 23, 0 , 0 , 2 , 3 , 0 , 9 , 0 , 0 , 0 , 26, 4 , 1 , 0 , 8 , 5 , 0 , 5 , 9 , 0 , 0 , 0 , 12, 0 , 0 , 35, 0 , 0 , 0 , 0 , 0 , 14, 0 , 4 , 0 , 0 , 0 , 0 , 8 , 2 , 2 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 6 , 13, 0 , 0 , 0 , 15, 0 , 0 , 0 , 0 , 21, 2 , 21, 0 , 0 
 26  : 9 , 2 , 0 , 0 , 17, 0 , 0 , 3 , 11, 0 , 2 , 4 , 3 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 3 , 9 , 0 , 0 , 0 , 0 , 0 , 2 , 2 , 0 , 0 , 2 , 10, 6 , 0 , 8 , 0 , 15, 14, 0 , 2 , 0 , 3 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 11, 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 2 , 0 , 0 , 0 , 2 , 0 , 29, 14, 0 , 1 
 27  : 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 10, 0 , 2 , 0 , 0 , 0 , 5 , 5 , 9 , 11, 1 , 4 , 32, 10, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 26, 0 , 6 , 0 , 9 , 0 , 0 , 0 , 0 , 4 , 7 , 1 , 31, 0 , 0 , 1 , 1 , 22, 0 , 0 , 0 , 0 , 0 , 0 , 16, 27, 0 , 3 , 0 , 1 , 5 , 13, 26, 0 , 3 , 25, 6 , 0 , 1 , 0 , 0 , 2 , 24, 0 , 0 , 9 , 10, 0 , 0 , 5 , 0 
 28  : 21, 0 , 0 , 14, 10, 6 , 4 , 0 , 0 , 16, 9 , 0 , 3 , 0 , 0 , 14, 0 , 1 , 0 , 0 , 0 , 0 , 17, 1 , 0 , 0 , 12, 0 , 1 , 0 , 31, 13, 7 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 36, 27, 2 , 21, 1 , 5 , 0 , 14, 0 , 0 , 8 , 0 , 19, 6 , 11, 0 , 0 , 10, 0 , 1 , 0 , 10, 0 , 0 , 0 , 0 , 1 , 3 , 0 , 0 , 7 , 1 , 18, 1 , 0 , 1 
 29  : 0 , 3 , 0 , 0 , 0 , 4 , 0 , 15, 0 , 0 , 2 , 0 , 8 , 35, 0 , 1 , 0 , 0 , 0 , 0 , 2 , 0 , 17, 0 , 0 , 0 , 0 , 12, 0 , 16, 0 , 0 , 0 , 7 , 0 , 0 , 4 , 11, 17, 0 , 0 , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 14, 0 , 0 , 0 , 0 , 9 , 20, 3 , 0 , 14, 0 , 0 , 0 , 0 , 3 , 0 , 2 , 1 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 3 , 0 
 30  : 1 , 6 , 0 , 8 , 16, 0 , 4 , 1 , 0 , 9 , 0 , 0 , 20, 0 , 16, 5 , 5 , 0 , 5 , 0 , 0 , 8 , 0 , 1 , 0 , 2 , 5 , 0 , 14, 0 , 0 , 0 , 0 , 3 , 6 , 28, 0 , 12, 0 , 2 , 0 , 22, 0 , 4 , 2 , 7 , 8 , 29, 23, 0 , 9 , 2 , 3 , 0 , 0 , 5 , 0 , 0 , 7 , 0 , 6 , 0 , 10, 0 , 0 , 4 , 4 , 0 , 3 , 10, 11, 6 , 13, 0 , 16, 0 , 0 , 8 , 0 , 16
 31  : 26, 3 , 12, 0 , 1 , 0 , 11, 17, 0 , 1 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 9 , 0 , 28, 20, 1 , 22, 0 , 0 , 13, 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 7 , 15, 0 , 0 , 1 , 6 , 0 , 17, 10, 7 , 0 , 22, 0 , 24, 7 , 14, 3 , 11, 0 , 1 , 0 , 0 , 0 , 0 , 1 , 7 , 0 , 0 , 0 , 0 , 0 , 3 , 15, 24, 0 , 3 , 5 , 0 , 4 , 0 , 0 , 26
 32  : 7 , 12, 4 , 0 , 0 , 0 , 0 , 22, 1 , 0 , 3 , 0 , 0 , 10, 7 , 6 , 14, 0 , 2 , 0 , 0 , 2 , 0 , 0 , 10, 9 , 0 , 0 , 14, 0 , 4 , 0 , 0 , 1 , 16, 0 , 10, 0 , 0 , 0 , 0 , 3 , 2 , 0 , 3 , 2 , 9 , 0 , 12, 0 , 3 , 19, 0 , 0 , 0 , 0 , 0 , 2 , 0 , 17, 4 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 4 , 18, 4 , 4 , 4 , 0 , 1 , 0 , 5 , 0 , 4 
 33  : 1 , 0 , 0 , 5 , 28, 5 , 18, 2 , 0 , 4 , 0 , 9 , 12, 0 , 0 , 0 , 1 , 0 , 14, 5 , 31, 1 , 8 , 2 , 2 , 0 , 21, 4 , 17, 0 , 0 , 3 , 36, 4 , 2 , 10, 0 , 0 , 1 , 0 , 7 , 0 , 0 , 0 , 3 , 0 , 10, 13, 0 , 3 , 0 , 4 , 0 , 0 , 2 , 9 , 6 , 0 , 5 , 30, 0 , 0 , 1 , 2 , 0 , 8 , 0 , 16, 10, 0 , 16, 0 , 31, 0 , 0 , 6 , 0 , 0 , 28, 0 
 34  : 0 , 14, 0 , 0 , 0 , 0 , 0 , 0 , 4 , 5 , 0 , 0 , 0 , 0 , 10, 3 , 1 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 4 , 0 , 0 , 23, 0 , 0 , 3 , 0 , 2 , 0 , 5 , 1 , 0 , 0 , 3 , 2 , 4 , 0 , 0 , 9 , 4 , 0 , 24, 0 , 0 , 0 , 18, 1 , 0 , 0 , 20, 0 , 0 , 1 , 0 , 10, 0 , 3 , 9 , 0 , 13, 0 , 19, 0 , 6 , 0 , 0 , 0 
 35  : 0 , 5 , 4 , 0 , 0 , 0 , 12, 0 , 12, 22, 0 , 0 , 4 , 4 , 0 , 0 , 17, 4 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 5 , 11, 0 , 6 , 0 , 2 , 0 , 5 , 0 , 5 , 0 , 0 , 0 , 0 , 9 , 0 , 2 , 0 , 3 , 0 , 0 , 11, 0 , 0 , 2 , 0 , 0 , 0 , 10, 0 , 3 , 0 , 0 , 3 , 0 , 0 , 4 , 16, 0 , 2 , 0 , 7 , 31, 0 , 5 , 8 , 8 , 7 , 0 , 3 , 9 , 0 , 1 , 0 , 0 
 36  : 7 , 1 , 2 , 25, 0 , 7 , 3 , 0 , 3 , 10, 0 , 4 , 0 , 0 , 4 , 8 , 3 , 26, 0 , 14, 0 , 1 , 19, 6 , 7 , 0 , 3 , 3 , 19, 0 , 24, 10, 0 , 15, 24, 0 , 2 , 11, 3 , 14, 2 , 0 , 2 , 0 , 0 , 0 , 2 , 0 , 2 , 0 , 0 , 2 , 23, 10, 1 , 0 , 2 , 0 , 29, 5 , 6 , 6 , 0 , 24, 3 , 4 , 5 , 16, 3 , 5 , 0 , 7 , 0 , 0 , 0 , 3 , 2 , 0 , 1 , 0 
 37  : 2 , 0 , 1 , 6 , 7 , 4 , 2 , 1 , 0 , 0 , 4 , 1 , 8 , 0 , 0 , 7 , 1 , 0 , 0 , 3 , 6 , 0 , 8 , 0 , 9 , 0 , 2 , 1 , 0 , 0 , 1 , 15, 5 , 0 , 0 , 0 , 0 , 17, 19, 6 , 0 , 0 , 11, 1 , 0 , 0 , 4 , 6 , 0 , 8 , 0 , 3 , 0 , 0 , 0 , 12, 0 , 0 , 5 , 5 , 21, 0 , 6 , 10, 11, 0 , 1 , 0 , 0 , 1 , 0 , 0 , 2 , 1 , 3 , 0 , 9 , 1 , 13, 0 
 38  : 0 , 1 , 0 , 5 , 3 , 0 , 9 , 2 , 0 , 6 , 0 , 21, 4 , 21, 7 , 13, 0 , 14, 0 , 0 , 26, 3 , 0 , 10, 0 , 8 , 0 , 2 , 1 , 0 , 13, 0 , 0 , 0 , 0 , 7 , 22, 0 , 1 , 0 , 3 , 0 , 22, 19, 1 , 23, 6 , 0 , 24, 1 , 0 , 1 , 0 , 23, 0 , 0 , 2 , 6 , 2 , 0 , 2 , 14, 0 , 0 , 16, 0 , 1 , 0 , 0 , 5 , 26, 4 , 0 , 0 , 10, 16, 2 , 0 , 29, 0 
 39  : 24, 1 , 20, 0 , 1 , 4 , 6 , 3 , 14, 1 , 15, 12, 0 , 0 , 13, 1 , 0 , 0 , 16, 0 , 0 , 0 , 0 , 0 , 0 , 1 , 5 , 6 , 0 , 0 , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 26, 5 , 1 , 4 , 0 , 4 , 0 , 0 , 17, 3 , 0 , 25, 12, 0 , 1 , 12, 0 , 0 , 1 , 0 , 0 , 19, 0 , 5 , 0 , 0 , 0 , 2 , 31, 7 , 2 , 0 , 30, 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 
 40  : 2 , 6 , 0 , 1 , 0 , 0 , 3 , 0 , 2 , 2 , 1 , 0 , 2 , 2 , 10, 1 , 0 , 0 , 0 , 2 , 18, 3 , 10, 9 , 0 , 6 , 6 , 9 , 0 , 10, 0 , 14, 18, 13, 20, 0 , 0 , 2 , 10, 0 , 3 , 6 , 3 , 4 , 1 , 11, 0 , 0 , 16, 3 , 8 , 4 , 11, 7 , 0 , 6 , 6 , 6 , 18, 12, 13, 0 , 3 , 20, 5 , 8 , 16, 8 , 0 , 0 , 0 , 5 , 2 , 23, 5 , 0 , 0 , 4 , 16, 0 
 41  : 0 , 6 , 0 , 4 , 21, 16, 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 4 , 6 , 0 , 3 , 2 , 0 , 8 , 11, 14, 13, 14, 0 , 5 , 16, 2 , 0 , 6 , 0 , 0 , 17, 0 , 3 , 10, 0 , 0 , 10, 0 , 16, 6 , 0 , 0 , 0 , 0 , 0 , 1 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 12, 0 , 8 , 2 , 24, 0 , 24, 0 , 30, 5 , 0 , 12, 0 , 19, 6 , 0 , 5 , 0 , 4 , 9 , 0 , 0 , 0 
 42  : 1 , 2 , 11, 26, 9 , 7 , 1 , 8 , 0 , 0 , 9 , 2 , 0 , 4 , 5 , 6 , 4 , 7 , 0 , 21, 1 , 0 , 13, 0 , 1 , 25, 5 , 10, 0 , 3 , 0 , 0 , 7 , 0 , 12, 5 , 0 , 5 , 0 , 26, 4 , 0 , 0 , 3 , 0 , 32, 1 , 0 , 19, 3 , 2 , 1 , 0 , 0 , 10, 14, 16, 1 , 0 , 0 , 5 , 14, 2 , 11, 5 , 0 , 5 , 0 , 0 , 1 , 0 , 0 , 1 , 15, 15, 5 , 15, 1 , 0 , 1 
 43  : 0 , 4 , 9 , 15, 0 , 0 , 7 , 0 , 2 , 0 , 16, 0 , 9 , 0 , 0 , 9 , 0 , 0 , 11, 24, 7 , 0 , 0 , 0 , 0 , 0 , 0 , 20, 0 , 0 , 12, 1 , 0 , 0 , 0 , 2 , 31, 9 , 0 , 6 , 21, 11, 1 , 4 , 0 , 0 , 0 , 2 , 0 , 13, 3 , 2 , 5 , 0 , 0 , 13, 15, 14, 0 , 0 , 11, 5 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 19, 0 , 5 , 22, 13, 0 , 20
 44  : 0 , 0 , 4 , 5 , 0 , 0 , 1 , 17, 3 , 0 , 0 , 0 , 0 , 17, 0 , 0 , 5 , 9 , 0 , 0 , 0 , 1 , 14, 0 , 0 , 0 , 25, 1 , 8 , 0 , 0 , 0 , 11, 7 , 0 , 3 , 14, 5 , 4 , 0 , 4 , 0 , 2 , 0 , 0 , 0 , 3 , 14, 3 , 0 , 6 , 0 , 0 , 5 , 0 , 11, 0 , 0 , 1 , 0 , 0 , 5 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 4 , 0 , 0 , 0 , 1 , 0 , 6 , 0 , 0 
